Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Control of Corruption: Estimate,Cooling Degree Days,Economic and Social Rights Performance Score,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Fertility rate, total (births per woman)",Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),Government Effectiveness: Estimate,"Government expenditure on education, total (% of government expenditure)",Heat Index 35,Heating Degree Days,Individuals using the Internet (% of population),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Land Surface Temperature,"Life expectancy at birth, total (years)","Mammal species, threatened",Methane emissions (metric tons of CO2 equivalent per capita),"Mortality rate, under-5 (per 1,000 live births)",Net migration,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Political Stability and Absence of Violence/Terrorism: Estimate,Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,"School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)",Scientific and technical journal articles,Standardised Precipitation-Evapotranspiration Index,Strength of legal rights index (0=weak to 12=strong),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss (hectares),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Voice and Accountability: Estimate
"Congo, Dem. Rep.",4.3,20.7681865692139,33.09403222558912,9.97062142594133,14.952471273240556,17.444087959029215,0.0759555555555555,0.0325847808481787,56.1827809538902,-1.54447400569916,4276.87,2.108013706,13.43,6.206,122.79,55.16149326216889,8.924447625631089,-1.74592006206512,18.4080238342285,0.05,9.3,22.90158489,66.263,27.936711,59.739,32.0,0.3843079528232339,79.0,-1643.0,0.1611206898668525,35.86088793,-1.97774624824524,3.00071140817177,42.29907500937342,35.3,12.8,90.83490360921871,-1.47606945037842,96.16,-1.67243385314941,122.393676757812,,171.76,0.100150248,6.0,13.7770512004428,1247857.0,4.499,-1.1836930513382
"Congo, Rep.",35.6,49.6572036743164,24.98331204335412,3.10845992331552,31.26793557833089,8.04191765434346,0.0207207207207207,1.2545916697736688,51.9672158322426,-1.35945165157318,4644.48,1.9257241,7.09,4.234,106.13,64.21961932650073,1.4753569462049256,-1.36932182312012,16.6348667144775,0.12,0.0,,68.54,27.8115781,63.785,15.0,1.746221768749954,43.0,-4465.0,0.2823513274060034,39.30341272,-0.0169060137122869,2.64763930388655,17.088743777452414,33.3,14.5695364238411,97.19599012058696,-1.26143133640289,71.88,-1.08952295780182,87.6686172485352,0.952297329902649,72.62,-0.196916747,6.0,33.2826313720754,58193.0,19.858,-1.19918370246887
Costa Rica,95.9,100.0,0.0080753823735033,0.0,35.4680767724246,4.14007362099535,2.7752920353982304,1.35999554957394,7.1284953663228,0.465849369764328,3503.6,2.393603979,1.93,1.555,100.36,59.75793184488837,4.551491779623817,0.0532664284110069,20.0824565887451,0.0,52.5,82.59801121,68.32,27.311783,79.277,11.0,0.9077387929780866,7.6,2084.0,0.3661445703338112,17.42174135,0.954446792602539,10.218324629302,100.93922835879356,3.0,47.3684210526316,63.40848223774638,0.567061722278595,36.43,0.436577290296555,108.852310180664,1.05157005786896,666.28,0.553353512,10.0,28.7573679898287,7848.0,8.518,1.06959331035614
Cote d'Ivoire,31.7,71.136848449707,2.419571877044015,0.0,73.89937106918238,16.715367493421024,1.5122332118688182,0.4063473568903829,54.3054200963566,-0.348596215248108,5598.86,1.765383634,3.43,4.472,121.86,8.565492767295598,6.741330002203313,-0.342977225780487,16.3901405334473,4.18,0.0,35.47812105,65.786,29.3438805,59.032,31.0,0.2976438823741346,74.8,-12301.0,0.132188338824077,55.62337378,-0.51637864112854,2.40883203976997,86.40958805031447,7.7,14.1732283464567,78.18483904465214,-0.152012959122658,63.34,-0.479640156030655,94.6489410400391,0.915130019187927,241.01,-0.252827871,6.0,14.9406992220439,183248.0,2.429,-0.41719463467598
Croatia,100.0,100.0,0.464334270981961,0.150922479244655,26.375982844889208,3.078966483101737,1.7639257294429709,3.8607053917305714,3.3963940810779,0.148001134395599,663.06,2.428410911,3.15,1.48,89.5,34.69639027877055,6.347114541571486,0.581651031970978,10.720606803894,0.0,4339.67,82.07154778,69.311,17.4378017,77.72439024390245,9.0,0.9063651239722508,4.6,-11592.0,0.4380447374792473,18.46495986,0.61216127872467,21.5708969983057,69.31736954967835,2.5,31.7880794701987,83.11915786552902,0.502549886703491,32.37,0.368116319179535,95.9421997070312,1.03913998603821,4800.05,-0.938580671,5.0,23.9317678381955,5264.0,6.276,0.613270461559296
Cuba,94.3,100.0,0.6500226386049002,0.0673282958205892,61.66666666666667,0.8002623127631358,18.252885624344177,2.152769678474728,9.21507185480928,-0.0693471655249596,5210.14,,1.51,1.5,71.39,31.233140655105974,1.7748539948338191,-0.350331842899323,16.6611003875732,4.18,3.2,71.11907507,67.356,29.6877966,77.567,10.0,0.9182912144010928,5.0,-7068.0,0.2827281290058366,17.72659724,0.49952158331871,15.5518048531162,108.4428901734104,2.5,53.4129692832764,58.56174476864131,-1.38185942173004,23.93,-0.459634959697723,99.8729629516602,1.00246000289917,1287.89,-1.266956975,,6.74667574040111,9721.0,1.177,-1.33949506282806
Cyprus,100.0,100.0,0.0100884757071389,0.0,13.32628787878788,1.5916765669438744,35.256410256410255,5.47199800894842,4.7917246170997,0.421609163284302,2593.66,2.47343195,2.57,1.328,108.71,18.66991341991342,5.058130190711438,0.730678856372833,12.7362098693848,0.36,1059.24,89.60095366,76.757,29.9392592,81.391,6.0,0.6058021335927734,2.8,2999.0,0.3003208631337891,15.57380293,0.418635070323944,14.1544454832462,134.65238095238095,2.5,14.2857142857143,85.54717998949506,0.773753821849823,15.02,0.570798516273499,99.1028137207031,0.981880009174347,1485.23,-1.275598215,7.0,11.1620377565196,643.0,6.43,0.846960842609406
Czechia,100.0,100.0,0.222302201728212,0.174396565569518,45.73056051142403,1.901663566995769,10.387832699619771,8.304017495838886,5.82779134424743,0.663116157054901,192.83,2.457231685,4.16,1.71,97.66,34.70669802089294,2.3510035396153484,1.0939074754715,10.8769035339355,0.0,6051.17,84.54009378,77.126,13.4377941,78.22682926829269,3.0,1.157389984051013,2.8,3621.0,0.4445276949834257,16.75140093,0.815441370010376,20.1648929510514,136.10834905384766,2.5,25.5,75.6777635261194,1.38589835166931,16.97,1.10080575942993,99.8488922119141,1.00697004795074,14994.0,-0.261951972,7.0,22.1680196265452,56293.0,2.56,1.03731441497803
Denmark,100.0,100.0,0.2340518334956315,0.0053063001177224,65.45,1.17288994269624,16.273833333333336,4.691237307516337,6.82614009736737,2.40274429321289,88.03,2.493505479,2.07,1.68,103.83,15.7345,2.731174454214312,1.9906097650528,11.8883810043335,0.0,5541.46,97.86011812,80.322,11.781271,81.60243902439025,2.0,1.3339452936205416,3.6,23076.0,0.9419388070180011,9.785959755,0.86500883102417,20.0469184421079,146.418325,2.5,43.5754189944134,87.80426636768654,1.84312748908997,39.7,1.90030813217163,100.308418273926,0.996890008449554,15318.52,-0.282873909,8.0,17.9019843467964,4795.0,4.832,1.58586609363556
Djibouti,9.6,65.4412536621094,0.281995991179442,0.281995991179442,73.50733390854185,1.820236567403432,6.333333333333334,0.3923291712378778,37.4138233548601,-0.793283402919769,6793.46,1.855350427,1.86,2.848,133.0,0.2533779119930975,3.123833114328221,-0.786164522171021,13.991530418396,41.54,0.0,68.86318451,33.45,41.1891219,62.694,11.0,0.6053471741658992,54.1,744.0,0.2377486020349381,43.16577438,-0.508419454097748,4.45748131460085,47.69443485763589,16.8,26.1538461538462,40.112982121986064,-0.899799406528473,30.94,-1.10204446315765,64.3954010009766,0.972949981689453,8.84,-1.081749901,8.0,1.23208903817213,0.0,26.281,-1.28706395626068
Dominica,89.4,100.0,0.0329700805046429,0.0329700805046429,33.33333333333333,15.818644098799457,10.0,2.261268143621085,,0.539313197135925,4970.91,2.170728157,3.03,1.597,100.85,63.82666666666667,5.648324756180955,-0.0970938131213188,6.41283702850342,0.0,0.0,80.93300506,,24.5901225,73.649,3.0,0.6093800125008682,35.9,100.0,0.2851257865129523,18.60844325,1.29823231697083,9.17222843411649,96.54933333333334,6.7,34.375,,0.341509431600571,8.34,0.733293771743774,92.4860687255859,0.969980001449585,6.42,-1.755746195,6.0,0.602597377103611,30.0,,0.794093906879425
Dominican Republic,91.5,98.1,1.4425761660804304,0.0273087699091802,51.10349035366393,5.787991235668762,30.370212765957444,2.080181721914415,12.5757640797339,-0.439608067274094,4215.43,2.119963526,1.9,2.303,127.89,45.27971218783531,4.858324035824509,-0.0677330642938614,22.4445571899414,0.62,1.38,85.24298638,67.332,28.6853831,72.889,7.0,0.8403087469762713,33.0,-14966.0,0.3086922206896501,17.72938154,0.328113049268723,6.96498579251993,233.90782857503524,6.3,27.8947368421053,68.03525224266782,0.0695477873086929,16.69,-0.0921753123402596,100.199333190918,1.02252995967865,84.65,-0.675580419,1.0,18.6612706081361,14182.0,5.606,0.310950070619583
Early-demographic dividend,68.38533154120323,95.27369825862556,2.8594088406067075,0.202733748424215,40.05406173512433,10.89223326687463,15.629288591173143,2.0168567830325186,23.191963449939447,,,,4.119955493127628,2.377738437111759,,22.707979244532243,5.640830921087343,,13.1516742706299,,,51.949567135171485,58.5498138199943,,70.02869341387864,1406.0,0.8868607505465512,31.915326908593705,-2212227.0,0.2725121215678835,56.311919267203486,,6.134007077526018,102.36387636252157,12.9174584477733,24.861671199474824,51.29048276324017,,25.039700621241035,,102.93920135498,1.00110995769501,432489.74,,5.295081967213115,10.86552328554547,,5.36328583458008,
East Asia & Pacific,81.54522823259897,98.1558881610248,1.224705318028124,0.0354689339713286,47.47085115304753,5.929380634954163,11.970088555141384,6.221888395314452,8.420322216559738,,,,5.221398550262598,1.559670098016121,,27.194736788610328,2.880870015533077,,13.0981216430664,,,76.13632017803982,74.18473919468391,,76.76192315944205,934.0,0.9085385626684672,14.7,180870.0,0.3542503149658133,36.83801119949108,,12.132496600553754,96.8038695617248,3.896096930758949,21.92758796532381,79.91239294729283,,14.735708447139098,,102.054550170898,1.00663995742798,1038821.4658306838,,7.241379310344827,19.032867783657903,,4.062844721034367,
East Asia & Pacific (IDA & IBRD),80.5163050363165,98.523492633946,1.2878745269806655,0.0420804673220675,49.032136001402925,7.911066272259562,12.328224127414083,6.031169794986307,8.117819973219921,,,,5.704135238304335,1.5945118889613514,,30.36733345129391,3.4142302502013706,,13.3468670845032,,,75.29852889543908,73.73779177577207,,75.96889032759968,732.0,0.9146959224450923,15.536156971437812,-113166.0,0.3499353851761349,39.0537560332859,,10.882268171881696,132.08519951507108,3.4909021815374204,22.479973297730297,79.99526815175726,,16.122161009602326,,102.20532989502,1.00708997249603,750641.9296027576,,7.0,12.82791157573694,,4.209790395571263,
East Asia & Pacific (excluding high income),79.68435297353746,97.96221483062776,1.2878745269806655,0.0420804673220675,48.82538262974743,7.92434940090003,12.33278295671522,5.982246125312638,8.188249441128875,,,,5.704137915336365,1.5972662617894635,,30.51437755444403,3.414240922633411,,13.3468670845032,,,75.29852889543908,73.83807499519516,,75.93602463703216,741.0,0.912093168904134,15.533905687926069,-114687.0,0.3468839534235965,39.11845613866636,,10.884992000252604,132.7137415835321,4.004742403057692,22.012012012012008,80.09772472222899,,16.102423801831446,,102.12483215332,1.00701999664307,750817.2899999999,,7.0,12.742260299600488,,4.193109200588808,
Ecuador,94.7,100.0,5.74761865404566,0.0,22.024480592688032,8.84162305963045,2.241365280289332,1.9575753492533088,12.3367929690456,-0.629928469657898,2816.95,2.297202134,3.12,2.051,98.86,50.06265099049767,2.9476686329881687,-0.308546245098114,10.0031099319458,0.04,870.92,69.71811352,69.208,26.879111,72.153,47.0,1.5612567757686158,12.5,35894.0,0.2952373700116467,19.97447395,-0.239295244216919,7.54415837239534,71.6610444516025,13.9,38.6861313868613,68.25590349075975,-0.45972153544426,20.1,-0.620224118232727,97.5341033935547,1.02296996116638,2847.83,-0.005423789,1.0,19.9727764004915,30273.0,3.552,0.0259184092283249
"Egypt, Arab Rep.",99.9,100.0,3.6813239563663647,0.110984661746645,4.049424883218645,10.945753475811577,7750.0,1.961122572089288,9.62846081312771,-0.678810477256775,4022.23,2.27685022,3.0,2.96,109.07,0.0451855944547692,6.587845608869671,-0.447546809911728,,2.81,853.94,72.19806524,46.471,36.8122301,70.99,18.0,0.5992912943280748,19.0,4476.0,0.190494602463344,67.88817813,-1.02805662155151,4.70870905907027,109.76159324928425,7.2,27.580372250423,23.071961411184024,-0.713920831680298,6.51,-0.263772666454315,91.5901794433594,1.00065004825592,18469.18,-1.835329204,5.0,11.5507964884314,18.0,6.268,-1.45158803462982
El Salvador,92.7,97.89,0.5673055325563539,0.567171206351224,57.70752895752895,4.740845438047421,2.489443378119002,1.0132802435063568,15.7989247028582,-0.642081201076508,5212.57,2.233073146,3.38,1.819,102.68,27.96235521235521,2.5996533775552564,-0.320332825183868,18.4771003723145,2.88,0.01,62.88028717,64.222,31.1870208,71.061,6.0,0.5195670220131768,12.4,-25214.0,0.1614158757143758,22.32472418,-0.153124496340752,8.10377084289794,304.7377895752896,7.7,27.3809523809524,60.25005558243858,-0.462724059820175,23.7,-0.741353929042816,88.6852722167969,,16.97,-0.556653067,9.0,2.12931201780961,1489.0,2.766,-0.371873050928116
Equatorial Guinea,24.1,66.786994934082,21.34273232233702,2.58840523589662,3.740463458110517,2.70702036031907,0.0761538461538461,2.725730851621724,59.5093933289138,-1.60171604156494,4155.9,1.264407763,4.17,4.346,103.43,86.98966131907308,3.780046460019975,-1.29638779163361,,0.06,0.0,53.92240217,56.966,25.6867494,60.708,23.0,2.993840055662452,76.8,0.0,0.0208886393838785,45.28465901,-0.0742535442113876,3.16653911206332,58.26973262032086,,31.0,86.72091732938783,-1.49326610565186,5.99,-1.40625643730164,51.1990127563477,,1.7,-0.316816018,6.0,1.76530985161837,8906.0,8.515,-1.66811335086823
Eritrea,11.5,52.5140495300293,,,62.722637168983695,,20.785714285714285,0.1986575429684116,38.6445053843302,-1.282102227211,5749.99,,,3.933,106.08,8.69210834634981,,-1.73040449619293,,28.81,28.97,21.73038628,80.124,41.4380812,67.133,15.0,1.0496008049230174,38.1,-14987.0,0.4866498956091733,44.07053957,-0.970292985439301,,29.909841413924884,,22.0,83.38941858291268,-2.36939263343811,80.9,-1.7713862657547,72.0363998413086,0.884019017219543,37.51,0.44873335,0.0,0.0,0.0,5.851,-1.8799307346344
Estonia,100.0,100.0,0.751175020158322,0.0,23.087719298245617,2.5157375590140325,6.710875688434303,5.338399815873676,3.58259932872953,1.54468286037445,84.6,2.517856507,4.15,1.58,105.65,57.03859649122806,-1.2874113405043062,1.34313404560089,14.251974105835,0.0,6733.16,91.02128973,80.899,7.6867655,78.59512195121953,1.0,0.8251958064627738,2.0,2995.0,1.3743239893736243,5.893562381,0.723720729351044,20.1811810049916,31.13291228070176,2.5,25.7425742574257,86.05914727700124,1.5589644908905,40.0,1.42638909816742,98.8146667480469,1.02414000034332,1747.64,0.004924187,7.0,20.2401796395381,34004.0,6.658,1.19773054122925
Eswatini,58.1,82.9031753540039,2.580730744231631,2.58072719394326,69.47674418604652,8.58611563494535,40.45454545454545,0.9720875276859032,42.0794029267991,-0.668882489204407,1813.35,1.701845351,4.29,2.89,105.96,28.998255813953488,0.4764449491980258,-0.686120450496674,16.6209316253662,0.0,809.01,58.91291568,52.991,27.0307819,59.692,9.0,1.123134216176614,52.6,-4897.0,0.3587371416713604,23.34521196,-0.249723330140114,3.94772393290165,69.31808139534884,11.6,13.5135135135135,86.65910670519808,-0.718993604183197,68.77,-0.602303206920624,120.863037109375,,32.94,0.731398438,4.0,4.25826472768856,,22.19,-1.22704982757568
Ethiopia,7.5,54.1884155273438,5.836613027008066,5.63051280064805,34.19810622238375,37.63903107053501,8.645983606557376,0.1544317715902046,44.654315277746,-0.44087877869606,3780.6,1.95145372,7.21,4.243,116.31,15.0593059801146,5.31709602989163,-0.745265185832977,23.0064029693604,3.36,208.55,16.6981031,82.03,34.3734476,65.371,34.0,0.8076187812892759,46.8,38867.0,0.4587497707053407,33.7807199,-2.03806757926941,3.13009683831197,106.57991190303788,21.9,41.4893617021277,87.0455762826335,-0.94841742515564,89.52,-0.623456954956055,85.5345306396484,,3967.54,0.993767879,3.0,17.0096385584762,19751.0,3.331,-1.04858255386353
Euro area,100.0,100.0,0.0708571958152669,0.0107237521626023,42.76336774442912,1.5727674181858462,15.202349685081089,5.397825215157318,5.731360798526307,,,,2.850202771070156,1.48113088627556,,38.72997120426859,3.372038854609769,,10.47586441040035,,,89.2092561267536,74.72046957202441,,81.4934312334359,99.0,0.7875129247980568,3.609476115610384,778873.0,0.4582845846359035,12.239396394523087,,21.17928436382482,129.44902235082836,2.507848839333336,34.12789365115746,82.93206876276255,,19.738022498956106,,102.028732299805,0.999379992485046,463498.6699999999,,4.85,23.525228750473435,,6.472882334324335,
Europe & Central Asia,93.42591547790312,99.9875907723602,1.3260569438454204,0.0105806430404696,29.01049456606385,2.1757310503105867,6.900075509086492,6.116715040652559,5.291933317320982,,,,3.569350244707615,1.676240276009412,,38.54166326813281,3.122196015877975,,10.94843292236325,,,88.10102985740954,72.30760682518022,,76.960093929662,350.0,1.5668721206465157,7.6,1259036.0,0.4994773176829034,15.77899855262131,,16.817385578160206,33.65665573823343,2.731063811603545,30.92327942835653,78.30767929244858,,15.143802576754537,,100.960960388184,0.99439001083374,876946.2868597459,,6.5,11.662267972831089,,5.573573198364398,
Europe & Central Asia (IDA & IBRD),86.7514662721687,99.97516839887795,6.281322397055337,0.0070309654245441,28.073816680641503,5.088160029219631,6.082806897396278,6.924813159949308,4.594922490783174,,,,5.65999356191979,1.8239033263749205,,39.31768473267096,1.660352290118965,,10.97895050048825,,,85.1977004501427,68.6113917167236,,72.69608187647725,201.0,2.341320427366506,10.440716177588788,80824.0,0.5303455067846011,19.798138659355136,,12.99726148724397,20.11850054315,2.958530048736012,25.005735260380828,71.75105131991988,,8.046841366128817,,99.5982894897461,0.986630022525787,216097.52,,8.090909090909092,9.60198492924272,,5.143419968748196,
Europe & Central Asia (excluding high income),84.70366654787345,99.97139623919824,8.50928010876905,0.0056997315821233,27.518700956981498,5.54216192634535,5.930309563529279,7.075707547745786,4.431797699445805,,,,6.085939280448959,1.8668436070411945,,39.53721158852391,0.7658581525981987,,12.4690103530884,,,83.60883423086439,68.26969180815549,,72.20984344029384,179.0,2.575406933051811,11.047103397739054,105919.0,0.5270314716662612,19.741194291211063,,12.127216338996744,17.937697266713236,3.02818518507988,24.839087185488594,71.2030482090654,,6.528617666175866,,100.247848510742,0.986159980297089,164820.38,,8.263157894736842,9.014785487207456,,5.363816657086041,
European Union,100.0,99.99692393575828,0.1213565495379702,0.0119922541200399,40.76177146175416,1.7055996168485337,13.50994047904729,5.506070435897475,5.551950084807079,,,,2.9409925649984023,1.503332178250536,,39.88750697835715,3.4459620729814446,,10.720606803894,,,88.85076734741978,74.57674321956723,,80.452093051787,138.0,0.8081300071925516,3.802309922754684,872273.0,0.4919424446095306,13.399150604781392,,20.762261349572302,111.89014445022588,2.5060895192025856,32.57911392405063,81.8641106302952,,21.12110631095702,,101.298767089844,1.00203001499176,573765.1699999999,,5.62962962962963,23.70817722759941,,5.969218826281502,
Fiji,51.4,92.1,2.123265125508037,1.19647619899788,17.05528188286809,12.643411841482273,0.2973730297723292,1.1170962884416062,9.350539618217,0.388570487499237,4414.41,2.298416887,2.21,2.495,139.65,62.76409414340449,20.0164636813233,0.591782867908478,14.4644231796265,0.0,0.0,87.65996651,60.449,25.4682412,67.924,7.0,0.4820060656959524,27.7,-6003.0,0.2077662333147186,10.9932094,0.764339506626129,5.53925264715533,50.608100711548985,6.6,19.6078431372549,50.61607085138018,-0.0602172017097473,29.8,0.321682155132294,108.04418182373,1.0168958902359,175.92,0.513690171,5.0,0.990369540646613,7199.0,4.248,-0.149171754717827
Finland,100.0,100.0,0.0834290547581801,0.0,7.461810041661773,2.293870221414174,2.803738317757009,6.570145127725746,1.42416707005328,2.24697780609131,47.31,2.607692,5.12,1.37,98.15,73.72649965767137,1.6343101025347408,1.75512683391571,10.2311220169067,0.0,9026.72,92.98879471,79.631,2.6879101,81.93170731707318,2.0,0.814953791118,2.2,17482.0,1.062848032468506,5.565330197,0.891491711139679,22.4900930794789,18.23016591341208,2.5,45.5,90.75786163522012,1.77915287017822,47.49,1.95837247371674,99.353630065918,1.05539000034332,11328.41,0.431060223,6.0,13.1312368580998,266899.0,6.971,1.60161948204041
Fragile and conflict affected situations,29.58052103227949,57.851887316981816,7.014505316089237,1.3087151907350087,36.847182912799134,17.752189075135842,4.911047560099732,0.7750108311583164,45.01554379566104,,,,6.179414528019408,4.41189370400275,,22.907003011822628,1.2056611403862263,,16.162572860717752,,,38.43999981977277,61.08044224976868,,61.76175891348044,600.0,0.9870795561393932,75.42600001603596,-499924.0,0.4229664016279453,45.40569313160586,,4.025727255890915,48.97963658096804,20.895714087008567,21.9347201082361,72.75943730110913,,61.33662996826632,,95.6986999511719,0.902559995651245,42828.23,,4.722222222222222,11.870764645404671,,6.105117858334356,
France,100.0,100.0,0.0300782559451585,0.0245714211350235,52.14754628285274,1.9136506040714003,13.136039824999996,3.9536824518799136,6.36802803638816,1.25952994823456,454.95,2.500499847,3.23,1.83,94.02,31.66136128293493,2.454758176607072,1.165806889534,8.87541103363037,0.0,4223.71,85.33331549,74.311,16.6256127,82.17560975609757,9.0,0.8650367008194789,4.4,18335.0,0.5357721175117052,11.40575038,0.334524124860764,21.0095477123755,123.75753391884317,2.5,37.261698440208,87.81339943766949,1.1889523267746,16.87,1.18272042274475,102.744186401367,0.997049987316132,66478.55,-0.4499762,4.0,36.6481015757199,112886.0,7.081,1.10586476325989
Gabon,89.7,91.8064041137695,14.431993750482636,3.13677904631771,8.35656459812939,5.642207698278969,0.0848170731707317,2.33327357514897,46.2702217334233,-1.04809939861298,4564.83,1.927532841,6.42,3.548,105.76,91.27457600807234,2.908043412621012,-0.726116597652435,13.8033790588379,0.06,0.0,71.74940641,50.444,26.2184529,66.531,18.0,3.250306193085237,39.7,1514.0,0.2281813739409825,36.74675483,0.0698951333761215,3.90439039454796,9.085958784491792,23.0,15.3846153846154,69.2467748647524,-0.702257215976715,90.12,-0.840579450130463,100.589340209961,1.01601541042328,60.98,-0.754362739,6.0,25.1293504740264,18318.0,20.361,-0.879000067710876
"Gambia, The",1.7,63.6973609924316,2.93040738548537,2.93040738548537,62.64822134387352,22.55026641907252,3.3866666666666663,0.2375295989308448,52.173129196563,-0.278427481651306,6627.43,2.161919251,3.12,4.777,71.08,23.412381422924906,4.331732879705186,-0.674558699131012,14.4843282699585,36.05,0.0,32.96228971,61.828,34.7797449,62.612,10.0,0.523034612732348,47.9,-1960.0,0.13954160750118,58.08072376,0.0458285696804523,2.45499699882867,260.8612648221344,19.6,8.62068965517241,85.86089635085472,-0.714570105075836,48.74,-0.449605196714401,92.3203887939453,1.15377998352051,58.19,-0.792195308,6.0,2.88837365820367,19.0,4.137,-0.0414298065006733
Georgia,90.6,100.0,1.1177215025635656,0.0578790666054416,34.24809325082745,5.968461856080912,2.844864957853088,2.75470919618902,2.75314406500288,0.620237648487091,467.34,2.251292927,3.98,1.971,113.64,40.61591595913081,10.393493163789856,0.650825500488281,12.4690103530884,0.0,6584.06,78.71127536,68.596,15.6243353,72.765,9.0,1.378856971093148,9.5,-2734.0,0.5797643755258257,17.85586499,-0.440949499607086,14.501600143604,64.8834808775675,2.9,19.047619047619,75.15020095852381,1.0323086977005,23.45,0.169973269104958,104.548118591309,1.00573003292084,620.67,-0.529526233,9.0,8.53576812137833,420.0,11.749,0.0137373208999634
Germany,100.0,100.0,0.0295485628853888,0.0,47.48561779100719,0.9201637428710718,22.84392523364486,7.255221028168403,4.7599854163992,1.81837582588196,240.51,2.424605632,2.74,1.53,92.71,32.68267552019233,1.8062089672435064,1.2898074388504,8.84707832336426,0.0,5362.53,91.62984383,79.88,14.0623235,81.04146341463415,5.0,0.5641787995462434,3.6,334055.0,0.4066228286618114,11.80580716,0.614759147167206,21.9637344087494,238.11808580669165,2.5,34.9184782608696,84.2256042972247,1.52229499816895,18.6,1.53315436840057,101.346549987793,0.970099985599518,109378.75,0.065892131,6.0,38.6587566328831,202278.0,3.006,1.4095424413681
Ghana,30.3,86.3,10.8217990213884,3.85323409751269,55.39301991359496,19.56548397306068,4.780858085808582,0.6028874531426752,45.238195906874,-0.0459954999387264,6343.08,1.940791823,2.97,3.623,135.5,35.12867715891761,3.0777305564517548,-0.0625455379486084,13.1793041229248,37.26,0.0,68.2,70.578,32.594144,64.114,21.0,0.3681717157595394,44.0,-297.0,0.1979191946986614,53.98926008,-0.0659129694104195,3.40550754160106,144.3000839438675,4.9,14.5454545454545,90.0909605377576,-0.178818702697754,40.25,-0.0763198062777519,97.9046478271484,1.01235997676849,2106.28,-0.162168298,6.0,7.68461902209882,101379.0,3.557,0.394973695278168
Greece,100.0,100.0,0.0594589530287608,0.0086141152801361,45.51736229635377,3.764522392692756,17.451724137931034,4.7671849370183885,12.8546065898118,0.0377966053783894,1236.83,2.369789554,2.69,1.39,102.76,30.2699767261443,5.557287079633085,0.447398781776428,7.11189556121826,0.0,3222.04,83.17066333,68.654,21.6866702,81.28780487804877,10.0,0.8791642040233493,3.7,-17853.0,0.4134417899016497,14.2538714,0.0643030628561974,22.1814168484866,81.99539953452289,2.5,21.0,76.57425608350844,0.464378982782364,20.08,0.325584709644318,98.6386108398438,0.980000019073486,12538.66,-0.808093671,2.0,11.0283414195877,49039.0,10.808,0.953022003173828
Grenada,88.3,93.7402954101563,,,23.52941176470588,4.149291963273162,7.049999999999999,2.624067020855066,11.3394877661653,0.483669131994247,5598.88,2.279736683,2.77,2.023,86.71,52.05882352941177,6.361209964412822,0.0384795591235161,9.87272262573242,0.0,0.0,77.76723663,,25.0317498,74.924,3.0,16.55190411036446,16.2,0.0,0.0617727857160185,21.48591655,1.04379844665527,9.68559714708522,366.5,,31.25,,0.393730491399765,9.96,0.554005026817322,83.4003829956055,1.00446999073029,56.11,-0.521904605,6.0,0.230334127101904,16.0,,0.703290700912476
Guatemala,48.1,97.8656539916992,0.6059435507365942,0.0,43.03844718178424,9.306532548812564,3.04404761904762,1.0004073356481926,22.3097034591438,-1.20975136756897,3782.61,2.078910908,4.23,2.484,107.89,32.81261664800299,4.118004169233885,-0.906891822814941,19.3998908996582,10.24,110.98,50.84164945,62.159,27.8121489,71.797,15.0,0.6286564229096673,23.0,-23142.0,0.3084113684905856,27.64788197,-0.30497133731842,4.85058258590094,159.66541620007465,13.3,19.375,50.35088368421702,-0.291810005903244,65.46,-1.12713825702667,103.906227111816,0.994180023670197,125.69,-0.917250572,9.0,10.1066645021426,49896.0,3.155,-0.523062348365784
